CUST_ID	OUT_COMMUNITY_TOTAL	OUT_COMMUNITY_VOICE	OUT_COMMUNITY_SMS	IN_COMMUNITY_VOICE	IN_COMMUNITY_SMS	IN_COMMUNITY_TOTAL	VOICE_OUT_CALLS	VOICE_IN_CALLS	SMS_OUT_CALLS	MMS_OUT_CALLS	EVENTS_CALLS	INTERNET_CALLS	TOTAL_OUT_CALLS	VOICE_OUT_MINS	VOICE_IN_MINS	GPRS_TRAFFIC	EVENTS_TRAFFIC	OUT_CALLS_ROAMING	OUT_MINS_ROAMING	OUT_CALLS_INTERNATIONAL	OUT_MINS_INTERNATIONAL	OUT_CALLS_PEAK	OUT_CALLS_OFFPEAK	OUT_CALLS_WORK	OUT_CALLS_NONWORK	IN_CALLS_PEAK	IN_CALLS_OFFPEAK	IN_CALLS_WORK	IN_CALLS_NONWORK	DAYS_OUT	DAYS_IN	AGE	GENDER
"C10032"	92.843544	91.281009	5.770280	70.261971	12.088579	72.726708	252.637494	199.831203	8.558445	0.646926	9.511815	0.162172	355.625789	594.945065	427.401065	0.000000	0.983344	42.856689	68.174277	18.120649	70.795849	155.000019	60.173514	268.705557	61.076417	147.999946	49.482999	197.596190	46.043244	29.471221	27.900096	36.203297	"F"
"C10033"	49.118680	49.157427	0.000000	71.139785	7.693366	72.876676	140.975299	170.419861	0.000000	0.000000	0.000000	0.000000	138.402732	273.514187	312.262348	0.000000	0.000000	1.683370	2.177946	0.000000	0.000000	90.600505	42.810331	109.268235	33.403640	127.894750	46.559994	151.016584	33.735542	27.496148	26.606078	41.590492	"M"
"C10034"	45.187662	47.135786	0.811818	53.468991	4.309814	52.756178	185.426533	292.660098	0.828946	0.000000	0.150747	0.000000	181.306142	154.315507	287.568698	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	107.941401	47.132734	147.641118	33.657161	227.645773	108.977391	176.813922	44.776709	26.971933	28.328054	32.722663	"M"
"C10035"	54.732936	58.371949	1.616984	66.677807	6.881482	74.791274	476.219562	292.536017	1.520460	0.000000	0.469218	0.000000	462.135621	642.698424	338.730813	0.000000	0.019018	7.065492	15.115838	1.850485	1.693360	324.565348	80.791257	419.489274	53.350689	243.034034	71.784985	223.387301	41.475157	29.388360	29.845623	23.750972	"M"
"C10036"	7.805347	6.966073	0.755788	19.860138	6.311129	26.436311	14.199293	68.700281	0.160509	0.000000	0.632748	0.000000	20.858008	16.749160	106.422760	0.000000	0.000000	0.000000	0.000000	0.152266	0.033939	7.850579	5.437147	11.748913	4.508772	49.370752	19.818032	51.092736	14.170919	12.916889	29.217839	38.584009	"M"
"C10037"	37.873277	34.289691	7.316823	25.832729	7.952519	32.842345	94.347428	119.546553	83.186989	0.305141	0.764506	0.000000	179.933708	121.738351	131.305221	0.481291	0.000000	0.000000	0.000000	0.000000	0.000000	53.799708	39.077407	132.261923	57.142961	105.189613	47.790144	115.319822	45.026777	28.055718	27.345034	87.821805	"F"
"C10038"	13.688541	13.003006	1.525890	8.853374	4.807239	12.244047	84.086631	84.499984	3.779285	0.000000	0.314053	4.369010	88.842349	81.947862	71.089899	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	46.468886	24.426193	67.476492	24.718022	66.802983	28.956769	65.946413	22.156433	25.838875	26.018024	46.765793	"F"
"C10039"	27.011911	26.586761	0.309442	37.117733	3.637686	37.632984	226.546339	232.060711	0.617487	0.000000	0.000000	0.000000	240.915349	980.645443	407.301363	0.000000	0.000000	0.751219	1.729599	0.154708	0.013532	156.088773	69.736961	203.251200	52.984539	187.076535	59.561745	168.367237	36.979520	29.037989	27.654673	38.723075	"M"
"C10040"	37.825984	36.806013	0.909690	40.582919	1.804007	44.048207	167.299853	139.535073	0.827622	0.000000	0.799283	0.000000	168.197488	134.933719	150.966269	0.000000	0.000000	0.000000	0.000000	3.161224	2.391434	95.518853	64.386162	116.602137	43.043021	109.151419	41.309984	106.944292	26.430313	27.299888	27.524917	42.882741	"M"
"C10041"	19.837364	17.214135	1.694311	7.992065	6.426578	14.397376	30.091269	20.582005	1.603952	0.000000	0.970577	0.000000	39.190424	26.927313	36.533961	0.000000	0.000000	0.000000	0.000000	1.970427	2.320870	18.694037	8.283465	28.949433	6.615155	12.335735	4.677482	21.907922	5.112678	18.412180	14.912309	38.205968	"F"
"C10042"	14.738158	12.024930	2.304752	18.417016	5.874048	22.543232	23.873332	49.131169	3.464706	0.000000	0.000000	0.000000	31.491928	27.864590	62.600791	0.000000	0.000000	0.327384	0.284679	3.646616	6.865864	12.551827	6.894147	19.639870	7.444727	35.486972	15.411665	36.719540	10.965822	14.541520	18.355005	41.359558	"M"
"C10043"	33.680148	32.615162	0.602201	29.453944	2.780939	31.911166	91.605244	113.993464	0.635335	0.000000	0.000000	0.000000	114.168343	82.292640	91.187667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	65.896342	23.332075	87.830330	18.544339	88.268968	33.900130	73.489338	19.059923	25.853715	26.500601	50.380205	"M"
"C10044"	79.046891	83.613015	1.618371	116.779430	4.984421	118.705535	256.895121	425.141208	1.931948	0.000000	0.000000	0.164610	297.318529	347.543344	514.272701	0.000000	0.000000	1.205084	1.779413	2.920107	2.351821	209.221341	43.901131	256.469416	36.941845	370.973373	71.846126	296.125204	35.481369	27.780542	27.432972	43.261150	"M"
"C10045"	35.516426	23.745723	11.362174	56.087904	11.937221	58.319054	118.462123	255.835418	158.309226	0.000000	8.843540	0.000000	290.400149	130.211211	256.245363	0.000000	0.000000	0.000000	0.000000	4.076667	6.558442	69.801930	23.995138	203.438523	82.788508	182.331225	82.477209	285.215216	122.486128	28.893049	29.462544	29.410286	"F"
"C10046"	42.072571	39.754527	5.628915	45.251609	5.582653	45.648464	176.774460	233.516728	9.201823	0.000000	0.316076	0.000000	183.772748	195.887690	204.637499	0.000000	0.000000	1.440067	2.844261	0.000000	0.000000	125.023175	40.976830	159.749211	31.258313	195.323698	55.057786	191.601834	36.384162	28.880472	29.038110	27.191781	"M"
"C10047"	70.189250	50.633680	32.612149	55.711640	30.100153	69.124016	173.250544	399.914264	89.658281	0.000000	0.302624	0.806444	263.253165	101.513993	222.400582	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	81.695768	62.032651	183.334861	79.880039	266.304898	148.959121	306.405720	110.980853	29.612759	27.579661	52.834442	"M"
"C10048"	41.758678	35.111266	5.437200	23.272602	13.558559	34.874378	129.632312	95.579622	9.613012	0.660198	0.325260	0.000000	143.995848	133.315008	94.008355	5.980662	0.000000	0.161386	0.126784	0.320066	0.312557	81.545492	52.749106	118.665020	29.319703	82.455642	28.429998	99.687771	24.827286	27.829712	25.531355	32.244464	"M"
"C10049"	41.488725	35.877026	3.753779	61.406591	8.226535	66.546985	213.406513	297.811216	43.821915	0.000000	0.000000	0.000000	258.648217	148.829709	237.999816	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	139.023971	50.333279	194.548427	70.405666	269.161941	84.459752	258.333744	65.644533	28.497857	28.138610	66.507120	"F"
"C10050"	75.265589	55.225609	16.146691	73.670585	14.766622	82.779163	266.986950	329.167930	29.730975	0.326451	0.154216	0.312434	306.287214	331.268015	434.136315	0.076664	0.000000	0.319337	0.050508	0.828747	1.660927	161.605585	70.459174	217.480938	86.761771	229.658979	100.006842	220.317130	92.858573	29.471224	28.012781	36.512008	"M"
"C10051"	40.989868	38.411332	2.806423	51.838388	6.119809	56.140549	176.228081	294.820652	6.212545	0.000000	0.155458	0.000000	189.187534	185.403354	430.391136	0.000000	0.000000	1.225277	2.168715	0.000000	0.000000	142.296046	28.775691	166.162752	18.930922	260.370913	44.365551	248.038297	20.487883	25.215146	25.339168	43.973757	"M"
"C10052"	23.370459	21.639609	2.733540	33.696072	5.524945	35.946770	59.343048	129.840167	2.837055	0.000000	0.000000	0.000000	57.734053	16.883054	92.185948	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	44.101322	12.662424	50.740018	10.658278	115.076975	25.570776	116.359297	20.268980	21.425659	27.039623	42.695335	"F"
"C10053"	151.919824	117.110659	61.152116	142.228303	68.730875	178.287414	361.073226	645.764319	344.824461	0.603539	0.456411	0.606461	796.279677	522.027111	1040.149463	0.000000	0.000000	4.059824	5.420074	28.701454	52.963969	192.503123	96.784633	580.722552	161.983036	513.040106	179.174686	855.596988	222.639766	30.326629	27.628272	50.882312	"M"
"C10054"	55.668461	51.650834	6.017893	45.900567	6.135702	48.251179	211.341948	226.096796	13.273321	0.310433	5.189545	0.166288	246.352766	267.489070	348.701510	0.000000	0.000000	4.343452	5.006386	22.572606	41.936035	106.495904	45.142183	196.643729	43.090811	188.066004	38.476530	176.639347	28.263969	28.389563	27.882854	41.879237	"F"
"C10055"	38.796845	37.303431	2.472805	74.155823	8.735730	79.754346	139.389843	256.611858	6.618820	0.000000	0.000000	2.439872	152.928769	114.907388	296.822150	0.041017	0.000000	1.567662	1.991937	0.165934	0.613220	83.319982	50.204996	105.622886	41.117498	217.086410	48.756047	176.307837	25.580620	26.591477	25.207199	28.148034	"M"
"C10056"	48.964871	39.106147	2.014061	94.739445	6.477749	100.822258	172.475102	409.258732	1.881986	0.000000	2.158460	0.000000	175.984314	124.641739	288.550514	0.000000	0.068283	0.000000	0.000000	0.000000	0.000000	91.248770	40.270455	145.303329	31.549171	362.412529	115.317841	276.513298	55.733735	26.823725	28.653898	37.548806	"M"
"C10057"	15.511828	13.458004	2.662425	30.540670	3.359368	34.363614	57.719140	95.490361	14.563210	0.000000	0.000000	0.000000	75.081138	55.063445	80.455079	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	27.747445	27.328364	47.317085	25.203994	75.404377	32.245895	58.385733	17.346158	22.491475	24.603459	56.342009	"M"
"C10058"	79.733945	76.471899	1.159522	84.778736	5.875927	82.730208	286.604979	363.213273	0.321254	0.000000	2.083338	0.000000	276.900727	126.341440	220.421406	0.000000	0.000000	0.000000	0.000000	0.164083	0.034898	121.264493	102.899451	216.380032	66.823278	290.324940	166.010569	218.719888	68.962254	29.052461	30.342263	30.320261	"M"
"C10059"	48.017381	38.207066	6.975613	124.680491	11.121236	126.624061	114.158562	381.361953	6.757736	0.000000	0.462354	0.000000	129.645239	140.368664	442.054540	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	82.049639	26.567140	94.522158	31.789190	345.056892	71.429582	275.649165	48.447098	27.592456	27.620143	49.787143	"F"
"C10060"	21.284931	19.503399	3.614111	28.563697	4.893085	32.894617	53.184750	93.109463	13.701021	0.000000	0.484771	0.000000	66.334684	56.887700	187.406388	0.000000	0.024401	0.000000	0.000000	1.378514	1.024596	37.441042	8.747804	58.565136	10.350547	73.481719	22.978541	71.320854	18.961514	21.107874	25.426495	55.654826	"M"
"C10061"	33.019226	32.369252	0.494619	20.655878	3.243331	22.761270	116.037930	97.498805	1.476388	0.000000	0.785515	0.163876	122.949744	122.833201	97.839524	0.000000	0.147337	0.000000	0.000000	1.443429	0.488525	73.638057	27.091051	98.628408	21.490106	73.783980	32.976391	72.555812	25.647851	24.282474	22.839125	32.310127	"F"
"C10062"	34.132291	31.477925	8.328532	29.322839	12.087799	36.154784	145.144642	156.225860	26.749798	3.413559	2.558083	0.000000	172.981843	225.632277	223.894186	0.000000	0.033322	0.000000	0.000000	5.161105	6.029199	92.605509	34.653512	139.206103	30.450360	126.139185	36.979401	136.354349	34.458805	27.312429	26.902595	33.066223	"F"
"C10063"	24.446215	23.373499	1.099385	17.418453	1.254796	18.457801	50.354609	55.586388	0.807883	0.000000	1.790420	0.000000	54.797826	40.213773	49.905192	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	30.807554	19.855399	40.272169	16.381502	47.515593	10.900197	36.806958	7.834301	23.523539	21.093016	39.972104	"M"
"C10064"	110.627162	108.740728	1.988920	92.746037	6.668471	102.903787	542.770488	473.868533	2.913561	0.497843	2.666976	0.000000	536.459508	626.779430	434.175397	1.286596	0.000000	2.306005	2.684823	0.000000	0.000000	334.437936	112.717095	454.594133	83.221572	403.186409	122.203901	348.754844	59.441941	29.194602	29.929164	39.996521	"M"
"C10065"	28.992116	27.111626	4.948550	47.028489	7.850814	51.979338	105.665712	159.268854	6.257389	0.000000	0.304236	0.472126	115.758126	124.596126	181.379037	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	71.189166	23.620983	84.631152	21.579428	136.563371	31.026285	145.084886	19.431633	27.263648	26.305380	35.128058	"F"
"C10066"	114.266579	88.888813	18.226913	120.842461	24.986737	131.352160	430.838671	518.065965	56.874883	0.000000	0.160129	0.000000	523.069865	535.571203	274.032709	0.000000	0.000000	0.000000	0.000000	0.325482	0.019117	295.597553	38.934945	469.173549	38.871538	529.841042	60.004441	559.786575	59.054239	27.717363	30.126693	35.248968	"M"
"C10067"	64.310572	51.101701	10.200154	51.505046	20.692162	64.717042	451.149885	261.384729	15.879541	0.461044	0.000000	0.000000	489.634365	534.119901	336.367233	0.000000	0.000000	0.000000	0.000000	0.151221	0.042864	299.435335	124.461108	339.484957	118.616570	194.214478	78.216054	190.514177	64.809644	28.134649	29.551516	31.124797	"F"
"C10068"	13.755935	13.458706	0.777015	18.997859	2.736793	22.032394	59.914899	57.446550	0.611642	0.000000	0.776688	0.000000	61.314069	33.522814	70.609869	0.000000	0.033892	1.954775	3.669390	0.000000	0.000000	44.684354	7.692979	51.699236	6.418660	48.493785	14.398945	48.356775	8.736999	23.055180	23.368686	50.466895	"F"
"C10069"	20.742334	19.205099	4.407810	16.966874	4.850581	20.359728	107.593151	86.171769	8.641341	0.000000	0.000000	0.000000	128.433354	71.047638	63.309226	0.000000	0.000000	0.000000	0.000000	0.300754	0.046880	76.093666	25.269719	96.434195	25.840108	72.346214	22.459514	77.804740	20.156367	27.202609	25.043936	26.131771	"F"
"C10070"	59.354577	58.147310	0.155819	98.114714	2.579123	98.242863	206.735473	331.908110	0.160893	0.000000	0.000000	0.000000	213.434108	175.125952	323.740388	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	124.912502	32.601414	187.464666	27.473372	316.191485	77.299754	239.954051	42.470459	25.412389	28.624738	44.013147	"M"
"C10071"	14.182673	13.542292	2.173688	13.523436	1.244311	15.228482	34.184201	34.804891	1.924938	0.000000	0.154838	0.000000	46.265424	37.103609	48.452138	0.000000	0.020954	1.249289	1.433482	0.313739	1.898851	26.696037	5.815019	35.515265	6.380556	27.872454	9.680615	26.149089	4.821455	18.392453	14.411224	0.000000	"M"
"C10072"	43.729856	42.126520	0.752062	42.834932	1.868507	45.566644	318.643019	168.688480	2.136698	0.000000	1.720553	0.000000	327.221028	231.233720	117.959561	0.000000	0.220098	0.000000	0.000000	0.492480	0.171515	158.548181	134.865075	257.483362	76.272986	97.197363	79.020651	102.013518	21.650828	28.730111	27.758584	51.615757	"M"
"C10073"	37.109901	32.417302	0.000000	50.227264	1.862001	50.471420	113.821969	167.104453	0.000000	0.000000	0.000000	0.000000	121.293391	114.647196	155.766009	0.000000	0.000000	1.652470	1.651381	0.650804	1.201058	59.650030	33.375445	91.845287	31.683178	149.208934	49.889277	100.467971	30.670144	17.231650	19.865458	36.957143	"F"
"C10074"	21.763949	17.398559	0.771607	39.349151	1.658820	40.737428	45.290211	114.778881	0.803522	0.000000	0.000000	0.000000	45.849719	27.415473	95.083688	0.000000	0.000000	0.308078	0.095811	0.331610	0.085578	33.482139	9.362012	38.978490	8.494104	105.124819	33.375737	71.813119	14.902269	19.579764	25.789707	47.403122	"M"
"C10075"	15.422051	11.882675	0.957960	23.673281	3.045838	27.002117	27.393860	96.086740	1.060639	0.000000	0.331420	0.000000	34.372635	14.925420	74.838683	0.000000	0.173126	0.000000	0.000000	0.000000	0.000000	14.755976	10.149500	22.580027	10.823514	87.940347	25.260329	58.332971	12.302613	16.647778	21.011686	31.089536	"M"
"C10076"	73.949417	71.603047	6.137365	45.009957	7.322663	52.727038	181.606903	124.211796	8.725705	0.000000	0.481181	0.000000	181.499766	233.461485	141.263629	0.436386	0.000000	0.000000	0.000000	0.000000	0.000000	122.934601	51.085371	156.562269	40.724423	107.578056	33.733910	101.887144	19.548963	24.835046	23.401065	37.473779	"M"
